05A,CXF,9.000000
05A,FAI,343.000000
05A,FYU,4.000000
05A,VEE,39.000000
06A,ADQ,5.000000
08A,HOM,11.000000
1B1,ACK,9.000000
1B1,EWR,1.000000
1G4,BLD,77504.000000
1G4,DQS,191.000000
1G4,GCN,115.000000
1G4,L41,24.000000
1G4,NV3,26.000000
1G4,VGT,15880.000000
1N7,HPN,4.000000
1NY,HPN,2.000000
6B0,ACK,2.000000
6B0,LEB,2.000000
7AK,ANC,26.000000
7AK,DUT,610.000000
A02,ADQ,3.000000
A03,HOM,385.000000
A26,BRW,23.000000
A26,FAI,6.000000
A27,FAI,120.000000
A29,ADQ,138.000000
A37,ANI,7.000000
A37,BET,14.000000
A37,MLL,1.000000
A37,RSH,10.000000
A40,BRW,21.000000
A52,HOM,52.000000
A63,FAI,13.000000
A71,HOM,6.000000
A72,HOM,52.000000
A83,HOM,17.000000
AA8,ANC,35.000000
AA8,SCC,470.000000
ABE,AGS,1.000000
ABE,ATL,70190.000000
ABE,BGR,46.000000
ABE,BHM,40.000000
ABE,BWI,1.000000
ABE,CAE,5.000000
ABE,CAK,40.000000
ABE,CHA,2.000000
ABE,CLT,71778.000000
ABE,CMH,94.000000
ABE,DAB,160.000000
ABE,DFW,12.000000
ABE,DTW,57433.000000
ABE,ELM,13.000000
ABE,EWR,397.000000
ABE,GPT,198.000000
ABE,GSO,166.000000
ABE,GSP,199.000000
ABE,HPN,4.000000
ABE,IAD,3497.000000
ABE,IFP,95.000000
ABE,ILM,43.000000
ABE,IND,194.000000
ABE,ISP,7.000000
ABE,JAN,15.000000
ABE,JFK,2.000000
ABE,LAS,99.000000
ABE,LGA,325.000000
ABE,MCI,592.000000
ABE,MCO,16822.000000
ABE,MDT,43.000000
ABE,MYR,16106.000000
ABE,OMA,29.000000
ABE,ORD,63106.000000
ABE,ORF,66.000000
ABE,PGD,1167.000000
ABE,PHL,52496.000000
ABE,PIE,35943.000000
ABE,RDU,2.000000
ABE,ROA,156.000000
ABE,SAT,85.000000
ABE,SAV,137.000000
ABE,SCE,27.000000
ABE,SDF,4.000000
ABE,SFB,69559.000000
ABE,SRQ,36.000000
ABE,STL,45.000000
ABE,SYR,26.000000
ABE,TPA,158.000000
ABE,TYS,3.000000
ABE,UTM,745.000000
ABI,ABQ,1.000000
ABI,ACY,98.000000
ABI,AMA,243.000000
ABI,BUR,6.000000
ABI,COS,2.000000
ABI,CVG,26.000000
ABI,DFW,116907.000000
ABI,DRO,8.000000
ABI,DSM,2.000000
ABI,ELP,82.000000
ABI,ENV,1034.000000
ABI,IFP,1294.000000
ABI,MAF,19.000000
ABI,MCO,5.000000
ABI,MLI,30.000000
ABI,MSY,6.000000
ABI,SAF,24.000000
ABI,SFO,1.000000
ABI,SJT,140.000000
ABI,SNA,6.000000
ABI,TUS,3.000000
ABL,BKC,18.000000
ABL,FAI,8.000000
ABL,FBK,5.000000
ABL,IAN,40.000000
ABL,OBU,138.000000
ABL,ORV,37.000000
ABL,OTZ,2344.000000
ABL,RDB,114.000000
ABL,RLU,3.000000
ABL,SHG,307.000000
ABL,WLK,57.000000
ABQ,ALB,578.000000
ABQ,AMA,99.000000
ABQ,ATL,196468.000000
ABQ,AUS,5651.000000
ABQ,BDL,540.000000
ABQ,BHM,986.000000
ABQ,BIL,2.000000
ABQ,BIS,1.000000
ABQ,BKG,76.000000
ABQ,BNA,3366.000000
ABQ,BOI,218.000000
ABQ,BOS,2648.000000
ABQ,BUF,434.000000
ABQ,BUR,5084.000000
ABQ,BWI,107254.000000
ABQ,CAK,1.000000
ABQ,CHS,575.000000
ABQ,CID,1.000000
ABQ,CLE,1048.000000
ABQ,CLT,340.000000
ABQ,CMH,116.000000
ABQ,CNM,4002.000000
ABQ,COS,140.000000
ABQ,CRP,119.000000
ABQ,DAL,283755.000000
ABQ,DAY,611.000000
ABQ,DCA,16.000000
ABQ,DEN,361285.000000
ABQ,DFW,435452.000000
ABQ,DSM,216.000000
ABQ,DTW,621.000000
ABQ,ECP,169.000000
ABQ,EGE,2.000000
ABQ,ELP,897.000000
ABQ,ENV,875.000000
ABQ,EWR,1886.000000
ABQ,EYW,55.000000
ABQ,FAR,19.000000
ABQ,FAT,303.000000
ABQ,FLL,1075.000000
ABQ,FNT,10.000000
ABQ,FSD,144.000000
ABQ,GEG,1645.000000
ABQ,GRR,12.000000
ABQ,GSP,347.000000
ABQ,HDN,6.000000
ABQ,HOU,138100.000000
ABQ,HPN,25.000000
ABQ,HRL,33.000000
ABQ,HSV,6.000000
ABQ,IAD,58441.000000
ABQ,IAH,113265.000000
ABQ,ICT,155.000000
ABQ,IFP,2428.000000
ABQ,IND,983.000000
ABQ,ISP,339.000000
ABQ,JAC,2.000000
ABQ,JAN,285.000000
ABQ,JAX,62.000000
ABQ,JFK,37707.000000
ABQ,LAM,2451.000000
ABQ,LAS,236847.000000
ABQ,LAX,248933.000000
ABQ,LBB,13.000000
ABQ,LGA,1208.000000
ABQ,LGB,49.000000
ABQ,LIT,1532.000000
ABQ,MAF,378.000000
ABQ,MCI,48242.000000
ABQ,MCO,44258.000000
ABQ,MDW,116333.000000
ABQ,MEM,111.000000
ABQ,MFE,33.000000
ABQ,MHT,575.000000
ABQ,MKE,398.000000
ABQ,MSN,266.000000
ABQ,MSP,77365.000000
ABQ,MSY,4584.000000
ABQ,OAK,108369.000000
ABQ,OKC,1116.000000
ABQ,OMA,979.000000
ABQ,ONT,5179.000000
ABQ,ORD,97834.000000
ABQ,ORF,398.000000
ABQ,PDX,45003.000000
ABQ,PHL,1673.000000
ABQ,PHX,484427.000000
ABQ,PIT,2194.000000
ABQ,PSP,19.000000
ABQ,PVD,5.000000
ABQ,PWM,43.000000
ABQ,RDU,1114.000000
ABQ,RNO,2306.000000
ABQ,ROC,165.000000
ABQ,SAF,58.000000
ABQ,SAN,106852.000000
ABQ,SAT,9578.000000
ABQ,SAV,2.000000
ABQ,SBA,113.000000
ABQ,SBN,19.000000
ABQ,SBP,20.000000
ABQ,SDF,165.000000
ABQ,SEA,79636.000000
ABQ,SFO,40281.000000
ABQ,SJC,7886.000000
ABQ,SLC,99670.000000
ABQ,SMF,9300.000000
ABQ,SNA,3413.000000
ABQ,STL,5395.000000
ABQ,STT,3.000000
ABQ,TPA,6043.000000
ABQ,TUL,1567.000000
ABQ,TUS,32746.000000
ABQ,TYS,227.000000
ABR,BIS,37.000000
ABR,MSP,35461.000000
ABY,ATL,46339.000000
ABY,CID,155.000000
ACK,ALB,4.000000
ACK,AUG,18.000000
ACK,BBX,4.000000
ACK,BDL,1.000000
ACK,BDR,149.000000
ACK,BED,162.000000
ACK,BHB,4.000000
ACK,BNA,2.000000
ACK,BOS,60582.000000
ACK,BVY,34.000000
ACK,BWI,66.000000
ACK,CON,56.000000
ACK,DCA,9244.000000
ACK,DXR,17.000000
ACK,EEN,2.000000
ACK,EWB,12026.000000
ACK,EWR,15401.000000
ACK,FID,21.000000
ACK,FOK,32.000000
ACK,FRG,27.000000
ACK,FRY,7.000000
ACK,GAI,29.000000
ACK,GED,2.000000
ACK,GON,4.000000
ACK,HFD,19.000000
ACK,HPN,7249.000000
ACK,HTO,72.000000
ACK,HVN,6.000000
ACK,HYA,132537.000000
ACK,IAD,2.000000
ACK,ILG,2.000000
ACK,IPT,2.000000
ACK,ISP,17.000000
ACK,ISS,23.000000
ACK,JFK,49613.000000
ACK,JZU,2.000000
ACK,LCI,34.000000
ACK,LEB,12.000000
ACK,LGA,2767.000000
ACK,LKP,2.000000
ACK,MA5,4.000000
ACK,MDW,12.000000
ACK,ME3,2.000000
ACK,MHT,6.000000
ACK,MMU,73.000000
ACK,MTP,11.000000
ACK,MVY,7932.000000
ACK,NAD,9.000000
ACK,NHZ,6.000000
ACK,NPT,6.000000
ACK,NY1,7.000000
ACK,OWD,79.000000
ACK,OXC,42.000000
ACK,PCT,12.000000
ACK,PHL,18.000000
ACK,PNE,16.000000
ACK,POU,10.000000
ACK,PSM,2.000000
ACK,PVC,6.000000
ACK,PVD,4014.000000
ACK,PWM,13.000000
ACK,PYM,4.000000
ACK,QMN,16.000000
ACK,RKD,23.000000
ACK,RUT,4.000000
ACK,TEB,2093.000000
ACK,TTN,34.000000
ACK,UBF,10.000000
ACK,UXO,4.000000
ACK,ZXU,20.000000
ACT,ATL,116.000000
ACT,BDL,207.000000
ACT,CKB,91.000000
ACT,DFW,85142.000000
ACT,DSM,141.000000
ACT,ELP,2.000000
ACT,ENV,288.000000
ACT,EWR,263.000000
ACT,FOE,149.000000
ACT,GJT,6.000000
ACT,GRI,3.000000
ACT,GRK,31.000000
ACT,GSP,144.000000
ACT,IAG,258.000000
ACT,IFP,507.000000
ACT,JAN,44.000000
ACT,LBB,186.000000
ACT,MKC,225.000000
ACT,MKE,18.000000
ACT,OKC,48.000000
ACT,RDU,123.000000
ACT,SWO,101.000000
ACT,TLH,162.000000
ACT,UTM,545.000000
ACV,CEC,2469.000000
ACV,RDD,47.000000
ACV,SFO,68801.000000
ACV,SJC,30.000000
ACV,SMF,11635.000000
ACY,AGS,1393.000000
ACY,ALB,1460.000000
ACY,ATL,42625.000000
ACY,BED,196.000000
ACY,BHM,196.000000
ACY,BIS,127.000000
ACY,BNA,184.000000
ACY,BOS,30410.000000
ACY,BUF,2767.000000
ACY,BUR,2.000000
ACY,CAE,1628.000000
ACY,CAK,730.000000
ACY,CEF,1277.000000
ACY,CHA,198.000000
ACY,CHS,1367.000000
ACY,CLE,4401.000000
ACY,CLT,3688.000000
ACY,CMH,1188.000000
ACY,CRW,594.000000
ACY,CVG,573.000000
ACY,DAB,421.000000
ACY,DAY,643.000000
ACY,DFW,292.000000
ACY,DTW,28819.000000
ACY,FAY,940.000000
ACY,FLL,186484.000000
ACY,FWA,58.000000
ACY,GRB,380.000000
ACY,GRR,1414.000000
ACY,GSO,2989.000000
ACY,GSP,1493.000000
ACY,IAD,948.000000
ACY,ICT,196.000000
ACY,ILM,885.000000
ACY,IND,353.000000
ACY,ISO,1623.000000
ACY,JAX,1616.000000
ACY,JST,386.000000
ACY,LBE,3124.000000
ACY,MBS,248.000000
ACY,MCO,150906.000000
ACY,MDW,683.000000
ACY,MHT,1288.000000
ACY,MKE,195.000000
ACY,MQT,98.000000
ACY,MSY,196.000000
ACY,MYR,77678.000000
ACY,OKC,95.000000
ACY,ORD,27256.000000
ACY,ORF,942.000000
ACY,PBI,33797.000000
ACY,PIT,3113.000000
ACY,PVD,1589.000000
ACY,PWM,1114.000000
ACY,RDU,2995.000000
ACY,RFD,129.000000
ACY,RIC,997.000000
ACY,RME,844.000000
ACY,ROA,750.000000
ACY,ROC,1568.000000
ACY,RSW,93990.000000
ACY,SAT,376.000000
ACY,SBN,173.000000
ACY,SDF,1349.000000
ACY,SFB,1587.000000
ACY,SPS,97.000000
ACY,SYR,1735.000000
ACY,TOL,334.000000
ACY,TPA,70229.000000
ACY,TRI,766.000000
ACY,TYS,1382.000000
ACY,UTM,128.000000
ACY,YNG,2439.000000
ADK,ANC,2813.000000
ADQ,AKK,1357.000000
ADQ,AKN,443.000000
ADQ,ALZ,196.000000
ADQ,ANC,106729.000000
ADQ,AOS,27.000000
ADQ,BFB,4.000000
ADQ,CDV,29.000000
ADQ,DGB,15.000000
ADQ,DUT,181.000000
ADQ,EGX,10.000000
ADQ,ENA,744.000000
ADQ,GPT,7.000000
ADQ,HOM,119.000000
ADQ,ILI,4.000000
ADQ,ILL,4.000000
ADQ,KCG,17.000000
ADQ,KKB,99.000000
ADQ,KLN,3647.000000
ADQ,KMY,51.000000
ADQ,KOY,50.000000
ADQ,KOZ,2617.000000
ADQ,KPR,27.000000
ADQ,KPY,7.000000
ADQ,KWP,61.000000
ADQ,KYK,507.000000
ADQ,KZB,8.000000
ADQ,NNK,118.000000
ADQ,OLH,4440.000000
ADQ,ORI,2746.000000
ADQ,SDP,29.000000
ADQ,SKJ,14.000000
ADQ,SXQ,4.000000
ADQ,SYB,32.000000
ADQ,UGI,49.000000
ADW,AVL,55.000000
ADW,AVP,28.000000
ADW,BUF,27.000000
ADW,LAS,41.000000
