State_Code_Dest,State_Abbrv,State_Code_Origin,State_Abbrv,State_Name,Return_Num,Exmpt_Num,Aggr_AGI
12,FL,9,CT,CONNECTICUT,4673,8127,300155
12,FL,8,CO,COLORADO,3336,5872,147777
12,FL,21,KY,KENTUCKY,3138,5809,162524
12,FL,29,MO,MISSOURI,3134,5624,177056
12,FL,4,AZ,ARIZONA,2961,5255,120448
12,FL,55,WI,WISCONSIN,2936,5166,191096
12,FL,53,WA,WASHINGTON,2701,5011,116432
12,FL,22,LA,LOUISIANA,2433,4509,96009
12,FL,23,ME,MAINE,2284,4258,95153
12,FL,27,MN,MINNESOTA,2248,3845,170376
12,FL,32,NV,NEVADA,2133,3644,86013
12,FL,33,NH,NEW HAMPSHIRE,2125,3557,92351
12,FL,28,MS,MISSISSIPPI,1956,3759,80447
12,FL,44,RI,RHODE ISLAND,1652,2961,95748
12,FL,20,KS,KANSAS,1455,2814,101843
12,FL,40,OK,OKLAHOMA,1427,2775,55463
12,FL,5,AR,ARKANSAS,1288,2381,94865
12,FL,54,WV,WEST VIRGINIA,1187,2075,46634
12,FL,19,IA,IOWA,1156,2048,60409
12,FL,15,HI,HAWAII,1062,2079,45904
12,FL,35,NM,NEW MEXICO,1059,1970,44856
12,FL,41,OR,OREGON,1009,1687,35164
12,FL,49,UT,UTAH,903,1880,31028
12,FL,10,DE,DELAWARE,870,1518,39691
12,FL,31,NE,NEBRASKA,773,1392,31914
12,FL,50,VT,VERMONT,757,1194,31988
12,FL,2,AK,ALASKA,577,1118,25223
12,FL,11,DC,DISTRICT OF COLUMBIA,565,815,43502
12,FL,16,ID,IDAHO,432,863,17919
12,FL,46,SD,SOUTH DAKOTA,379,647,14021
12,FL,30,MT,MONTANA,373,684,12179
12,FL,56,WY,WYOMING,296,519,10161
12,FL,38,ND,NORTH DAKOTA,268,473,11381
13,GA,96,GA,GA Total Mig - US & For,111898,220432,4580226
13,GA,97,GA,GA Total Mig - US,108970,213755,4456575
13,GA,98,GA,GA Total Mig - Foreign,2928,6677,123651
13,GA,13,GA,GA Non-Migrants,3212469,7314324,165840855
13,GA,12,FL,FLORIDA,18295,35085,664522
13,GA,48,TX,TEXAS,9936,16649,246306
13,GA,1,AL,ALABAMA,6962,13766,228017
13,GA,37,NC,NORTH CAROLINA,6146,12458,251283
13,GA,36,NY,NEW YORK,5909,11273,328984
13,GA,45,SC,SOUTH CAROLINA,5883,11556,210660
13,GA,47,TN,TENNESSEE,5741,11655,208566
13,GA,6,CA,CALIFORNIA,5266,10378,286230
13,GA,51,VA,VIRGINIA,4145,8663,195946
13,GA,39,OH,OHIO,3366,6556,153009
13,GA,17,IL,ILLINOIS,3130,6116,153528
13,GA,26,MI,MICHIGAN,2946,5887,119337
13,GA,57,FR,Foreign,2928,6677,123651
13,GA,42,PA,PENNSYLVANIA,2572,4935,129072
13,GA,34,NJ,NEW JERSEY,2558,5106,139555
13,GA,24,MD,MARYLAND,2065,4154,99812
13,GA,22,LA,LOUISIANA,1808,3577,60423
13,GA,18,IN,INDIANA,1545,3138,59875
13,GA,21,KY,KENTUCKY,1534,3429,58838
13,GA,28,MS,MISSISSIPPI,1487,2988,46042
13,GA,8,CO,COLORADO,1385,2746,66727
13,GA,29,MO,MISSOURI,1320,2690,59595
13,GA,53,WA,WASHINGTON,1314,2992,54499
13,GA,25,MA,MASSACHUSETTS,1282,2348,65994
13,GA,4,AZ,ARIZONA,1183,2421,49858
13,GA,27,MN,MINNESOTA,1118,2298,85246
13,GA,9,CT,CONNECTICUT,1016,1973,57189
13,GA,55,WI,WISCONSIN,864,1756,44074
13,GA,20,KS,KANSAS,831,1934,37849
13,GA,40,OK,OKLAHOMA,750,1695,28169
13,GA,15,HI,HAWAII,662,1743,24555
13,GA,5,AR,ARKANSAS,656,1335,28397
13,GA,32,NV,NEVADA,599,1205,22773
13,GA,19,IA,IOWA,432,840,17995
13,GA,49,UT,UTAH,388,900,16321
13,GA,2,AK,ALASKA,382,899,15532
13,GA,41,OR,OREGON,370,685,14753
13,GA,54,WV,WEST VIRGINIA,366,648,13132
13,GA,35,NM,NEW MEXICO,365,737,14555
13,GA,10,DE,DELAWARE,330,658,14548
13,GA,11,DC,DISTRICT OF COLUMBIA,320,477,15739
13,GA,31,NE,NEBRASKA,301,651,14284
13,GA,33,NH,NEW HAMPSHIRE,274,512,12463
13,GA,23,ME,MAINE,227,406,9225
13,GA,44,RI,RHODE ISLAND,227,438,8019
13,GA,16,ID,IDAHO,171,382,4948
13,GA,30,MT,MONTANA,131,233,3931
13,GA,50,VT,VERMONT,112,204,5064
13,GA,46,SD,SOUTH DAKOTA,108,207,3607
13,GA,56,WY,WYOMING,100,181,3215
13,GA,38,ND,NORTH DAKOTA,92,192,4313
15,HI,96,HI,HI Total Mig - US & For,24358,46990,960967
15,HI,97,HI,HI Total Mig - US,22584,43149,887310
15,HI,98,HI,HI Total Mig - Foreign,1774,3841,73656
15,HI,15,HI,HI Non-Migrants,500172,1022810,26235657
15,HI,6,CA,CALIFORNIA,4959,8820,202097
15,HI,57,FR,Foreign,1774,3841,73656
15,HI,53,WA,WASHINGTON,1462,2891,58885
15,HI,48,TX,TEXAS,1456,3115,54612
15,HI,12,FL,FLORIDA,1255,2334,45814
15,HI,51,VA,VIRGINIA,968,2254,52647
15,HI,32,NV,NEVADA,754,1436,26623
15,HI,36,NY,NEW YORK,746,1139,27752
15,HI,41,OR,OREGON,692,1116,21523
15,HI,13,GA,GEORGIA,687,1587,25189
15,HI,8,CO,COLORADO,645,1235,27575
15,HI,4,AZ,ARIZONA,640,1256,24146
15,HI,37,NC,NORTH CAROLINA,632,1424,22734
15,HI,17,IL,ILLINOIS,507,825,17945
15,HI,24,MD,MARYLAND,426,890,25369
15,HI,42,PA,PENNSYLVANIA,411,652,15218
15,HI,39,OH,OHIO,384,688,13127
15,HI,26,MI,MICHIGAN,348,607,9103
15,HI,45,SC,SOUTH CAROLINA,333,722,12749
15,HI,9,CT,CONNECTICUT,326,623,14556
15,HI,29,MO,MISSOURI,305,606,12086
15,HI,34,NJ,NEW JERSEY,300,463,11076
15,HI,47,TN,TENNESSEE,298,619,11425
15,HI,2,AK,ALASKA,287,607,13517
15,HI,25,MA,MASSACHUSETTS,277,407,11412
15,HI,49,UT,UTAH,271,598,9154
15,HI,40,OK,OKLAHOMA,251,555,9694
15,HI,20,KS,KANSAS,227,565,10333
15,HI,27,MN,MINNESOTA,224,366,7894
15,HI,55,WI,WISCONSIN,217,360,7781
15,HI,1,AL,ALABAMA,210,445,7804
15,HI,18,IN,INDIANA,196,367,5682
15,HI,21,KY,KENTUCKY,189,426,6138
15,HI,22,LA,LOUISIANA,187,402,6846
15,HI,16,ID,IDAHO,177,337,4837
15,HI,35,NM,NEW MEXICO,159,286,7018
15,HI,23,ME,MAINE,132,252,4460
15,HI,30,MT,MONTANA,128,219,3648
15,HI,28,MS,MISSISSIPPI,123,245,2903
15,HI,19,IA,IOWA,103,179,3491
15,HI,33,NH,NEW HAMPSHIRE,102,142,3073
15,HI,5,AR,ARKANSAS,100,176,2744
15,HI,31,NE,NEBRASKA,97,197,3716
15,HI,44,RI,RHODE ISLAND,80,169,4162
15,HI,54,WV,WEST VIRGINIA,59,102,1921
15,HI,11,DC,DISTRICT OF COLUMBIA,58,93,2861
15,HI,56,WY,WYOMING,49,74,1578
15,HI,10,DE,DELAWARE,43,83,9246
15,HI,46,SD,SOUTH DAKOTA,41,75,1216
15,HI,38,ND,NORTH DAKOTA,33,71,992
15,HI,50,VT,VERMONT,30,49,937
16,ID,96,ID,ID Total Mig - US & For,20306,42397,797033
16,ID,97,ID,ID Total Mig - US,19947,41624,781341
16,ID,98,ID,ID Total Mig - Foreign,359,773,15692
16,ID,16,ID,ID Non-Migrants,517395,1216227,24265614
16,ID,53,WA,WASHINGTON,3553,6967,125307
16,ID,6,CA,CALIFORNIA,3265,6735,139570
16,ID,49,UT,UTAH,1879,4548,61800
16,ID,41,OR,OREGON,1808,3663,64133
16,ID,32,NV,NEVADA,924,2005,34692
16,ID,4,AZ,ARIZONA,892,2017,31674
16,ID,48,TX,TEXAS,746,1639,31177
16,ID,30,MT,MONTANA,713,1408,22018
16,ID,8,CO,COLORADO,646,1362,37774
16,ID,56,WY,WYOMING,522,1070,19158
16,ID,12,FL,FLORIDA,396,770,12626
16,ID,57,FR,Foreign,359,773,15692
16,ID,2,AK,ALASKA,357,718,19924
16,ID,37,NC,NORTH CAROLINA,247,565,11468
16,ID,51,VA,VIRGINIA,240,499,14695
16,ID,17,IL,ILLINOIS,208,393,12320
16,ID,26,MI,MICHIGAN,200,377,8101
16,ID,36,NY,NEW YORK,195,334,6811
16,ID,27,MN,MINNESOTA,191,359,7772
16,ID,13,GA,GEORGIA,190,427,8822
16,ID,29,MO,MISSOURI,173,383,7428
16,ID,42,PA,PENNSYLVANIA,167,350,7996
16,ID,39,OH,OHIO,166,373,5849
16,ID,35,NM,NEW MEXICO,157,327,8449
16,ID,40,OK,OKLAHOMA,153,305,4364
16,ID,15,HI,HAWAII,148,297,4827
16,ID,55,WI,WISCONSIN,147,283,5362
16,ID,18,IN,INDIANA,137,297,5071
16,ID,47,TN,TENNESSEE,124,266,5058
16,ID,20,KS,KANSAS,123,273,4375
16,ID,31,NE,NEBRASKA,117,288,4036
16,ID,46,SD,SOUTH DAKOTA,110,221,7004
16,ID,19,IA,IOWA,108,244,4484
16,ID,38,ND,NORTH DAKOTA,93,168,3606
16,ID,21,KY,KENTUCKY,81,168,2785
16,ID,24,MD,MARYLAND,77,156,4523
16,ID,25,MA,MASSACHUSETTS,76,141,2323
16,ID,34,NJ,NEW JERSEY,76,134,3658
16,ID,22,LA,LOUISIANA,72,141,2616
16,ID,45,SC,SOUTH CAROLINA,72,162,2757
16,ID,5,AR,ARKANSAS,66,150,1600
16,ID,1,AL,ALABAMA,60,143,2132
16,ID,28,MS,MISSISSIPPI,51,100,1742
16,ID,23,ME,MAINE,43,76,1742
16,ID,9,CT,CONNECTICUT,39,66,1514
16,ID,33,NH,NEW HAMPSHIRE,34,53,1175
16,ID,54,WV,WEST VIRGINIA,32,63,1165
16,ID,50,VT,VERMONT,23,43,1098
16,ID,44,RI,RHODE ISLAND,22,48,1096
16,ID,11,DC,DISTRICT OF COLUMBIA,17,22,1121
16,ID,10,DE,DELAWARE,11,27,542
17,IL,96,IL,IL Total Mig - US & For,90489,159673,4114954
17,IL,97,IL,IL Total Mig - US,88260,155553,4002288
17,IL,98,IL,IL Total Mig - Foreign,2229,4120,112666
17,IL,17,IL,IL Non-Migrants,4826865,10626804,290425561
17,IL,18,IN,INDIANA,7641,14389,281296
17,IL,6,CA,CALIFORNIA,6827,11775,354212
17,IL,55,WI,WISCONSIN,6218,10920,281153
17,IL,29,MO,MISSOURI,5949,10378,226055
17,IL,12,FL,FLORIDA,5881,10041,234436
17,IL,26,MI,MICHIGAN,5514,8625,253817
17,IL,48,TX,TEXAS,4749,9238,230082
17,IL,19,IA,IOWA,3749,6797,143091
17,IL,39,OH,OHIO,3595,5740,171216
17,IL,36,NY,NEW YORK,3390,5037,218212
17,IL,13,GA,GEORGIA,2489,4699,106448
17,IL,4,AZ,ARIZONA,2364,4172,87857
17,IL,27,MN,MINNESOTA,2255,4022,111146
17,IL,57,FR,Foreign,2229,4120,112666
17,IL,51,VA,VIRGINIA,2096,3891,118664
17,IL,47,TN,TENNESSEE,1923,3608,66610
17,IL,8,CO,COLORADO,1786,3084,84844
17,IL,37,NC,NORTH CAROLINA,1762,3223,74783
17,IL,42,PA,PENNSYLVANIA,1734,2988,102176
17,IL,53,WA,WASHINGTON,1402,2592,68868
17,IL,21,KY,KENTUCKY,1386,2605,50500
17,IL,25,MA,MASSACHUSETTS,1352,1986,85830
17,IL,34,NJ,NEW JERSEY,1306,2412,92594
17,IL,32,NV,NEVADA,1118,2029,37210
17,IL,24,MD,MARYLAND,989,1691,57957
17,IL,20,KS,KANSAS,969,1807,42658
17,IL,45,SC,SOUTH CAROLINA,764,1340,31535
17,IL,1,AL,ALABAMA,755,1491,27916
17,IL,5,AR,ARKANSAS,749,1489,31995
17,IL,28,MS,MISSISSIPPI,743,1463,19685
17,IL,9,CT,CONNECTICUT,684,1197,62345
17,IL,40,OK,OKLAHOMA,669,1244,24196
17,IL,22,LA,LOUISIANA,637,1171,23063
17,IL,31,NE,NEBRASKA,609,1055,28378
17,IL,41,OR,OREGON,569,907,21222
17,IL,35,NM,NEW MEXICO,413,740,15789
17,IL,49,UT,UTAH,406,870,15238
17,IL,11,DC,DISTRICT OF COLUMBIA,401,487,21482
17,IL,15,HI,HAWAII,390,737,14317
17,IL,16,ID,IDAHO,238,480,8278
17,IL,2,AK,ALASKA,224,440,9644
17,IL,54,WV,WEST VIRGINIA,186,345,9047
17,IL,46,SD,SOUTH DAKOTA,179,313,6478
17,IL,30,MT,MONTANA,174,286,4919
17,IL,10,DE,DELAWARE,171,339,8928
17,IL,23,ME,MAINE,159,277,5791
17,IL,33,NH,NEW HAMPSHIRE,159,226,7469
17,IL,38,ND,NORTH DAKOTA,155,286,6004
17,IL,44,RI,RHODE ISLAND,149,247,8992
17,IL,56,WY,WYOMING,148,228,4411
17,IL,50,VT,VERMONT,85,146,3451
18,IN,96,IN,IN Total Mig - US & For,50792,98860,2095368
18,IN,97,IN,IN Total Mig - US,50184,97655,2071029
18,IN,98,IN,IN Total Mig - Foreign,608,1205,24338
18,IN,18,IN,IN Non-Migrants,2408045,5351964,122142269
18,IN,17,IL,ILLINOIS,9400,18847,401847
18,IN,39,OH,OHIO,4698,8869,193375
18,IN,21,KY,KENTUCKY,4588,9012,154439
18,IN,26,MI,MICHIGAN,3997,7812,162944
18,IN,12,FL,FLORIDA,3687,6632,125811
18,IN,6,CA,CALIFORNIA,2325,4464,97470
18,IN,48,TX,TEXAS,2104,4317,93520
18,IN,47,TN,TENNESSEE,1595,3159,54774
18,IN,13,GA,GEORGIA,1291,2572,44357
18,IN,37,NC,NORTH CAROLINA,1212,2492,49602
18,IN,29,MO,MISSOURI,1139,2255,58264
18,IN,36,NY,NEW YORK,1106,1980,51543
18,IN,4,AZ,ARIZONA,980,1933,35339
18,IN,55,WI,WISCONSIN,943,1856,42964
18,IN,51,VA,VIRGINIA,909,1830,41023
18,IN,42,PA,PENNSYLVANIA,901,1663,40675
18,IN,8,CO,COLORADO,726,1356,30875
18,IN,57,FR,Foreign,608,1205,24338
18,IN,27,MN,MINNESOTA,604,1099,28657
18,IN,53,WA,WASHINGTON,567,1053,21611
18,IN,45,SC,SOUTH CAROLINA,535,1055,22362
18,IN,1,AL,ALABAMA,496,1057,21592
18,IN,19,IA,IOWA,494,1004,22325
18,IN,34,NJ,NEW JERSEY,433,840,29400
18,IN,24,MD,MARYLAND,415,763,20623
18,IN,32,NV,NEVADA,410,749,16435
18,IN,20,KS,KANSAS,407,806,16936
18,IN,40,OK,OKLAHOMA,381,721,12058
18,IN,25,MA,MASSACHUSETTS,372,649,18853
18,IN,5,AR,ARKANSAS,330,665,11626
18,IN,28,MS,MISSISSIPPI,310,679,10912
18,IN,22,LA,LOUISIANA,301,558,11139
18,IN,49,UT,UTAH,240,587,9506
18,IN,41,OR,OREGON,237,396,7718
18,IN,9,CT,CONNECTICUT,210,374,13631
18,IN,31,NE,NEBRASKA,203,395,8636
18,IN,54,WV,WEST VIRGINIA,191,402,6492
18,IN,15,HI,HAWAII,190,326,6023
18,IN,35,NM,NEW MEXICO,186,335,6505
18,IN,16,ID,IDAHO,130,315,5442
18,IN,10,DE,DELAWARE,115,257,29547
18,IN,2,AK,ALASKA,114,226,4141
18,IN,46,SD,SOUTH DAKOTA,105,195,6631
18,IN,30,MT,MONTANA,95,180,2975
18,IN,56,WY,WYOMING,91,172,2579
18,IN,11,DC,DISTRICT OF COLUMBIA,90,125,4530
18,IN,33,NH,NEW HAMPSHIRE,88,153,3912
18,IN,38,ND,NORTH DAKOTA,65,159,2193
18,IN,50,VT,VERMONT,64,118,2562
18,IN,23,ME,MAINE,63,107,2035
18,IN,44,RI,RHODE ISLAND,51,86,2623
19,IA,96,IA,IA Total Mig - US & For,29069,55345,1124932
19,IA,97,IA,IA Total Mig - US,28762,54768,1111513
19,IA,98,IA,IA Total Mig - Foreign,307,577,13418
19,IA,19,IA,IA Non-Migrants,1147660,2494049,62722564
19,IA,17,IL,ILLINOIS,4658,8549,183089
19,IA,31,NE,NEBRASKA,2939,5628,110578
19,IA,27,MN,MINNESOTA,2207,3976,79795
19,IA,6,CA,CALIFORNIA,1678,3298,64269
19,IA,29,MO,MISSOURI,1501,2762,50993
19,IA,48,TX,TEXAS,1454,2981,56670
19,IA,55,WI,WISCONSIN,1361,2413,53774
19,IA,12,FL,FLORIDA,982,1811,34527
19,IA,46,SD,SOUTH DAKOTA,891,1546,32309
19,IA,8,CO,COLORADO,826,1560,32692
19,IA,4,AZ,ARIZONA,815,1559,28248
19,IA,26,MI,MICHIGAN,682,1393,28347
19,IA,20,KS,KANSAS,678,1340,32757
19,IA,18,IN,INDIANA,542,1157,19977
19,IA,37,NC,NORTH CAROLINA,520,1092,22875
19,IA,13,GA,GEORGIA,516,1056,21877
19,IA,36,NY,NEW YORK,499,904,19225
19,IA,53,WA,WASHINGTON,499,955,19001
19,IA,39,OH,OHIO,472,939,22203
19,IA,51,VA,VIRGINIA,383,753,18504
19,IA,47,TN,TENNESSEE,343,726,14589
19,IA,42,PA,PENNSYLVANIA,333,628,15937
19,IA,57,FR,Foreign,307,577,13418
19,IA,34,NJ,NEW JERSEY,304,580,14613
19,IA,32,NV,NEVADA,288,536,8193
19,IA,40,OK,OKLAHOMA,274,565,9673
19,IA,5,AR,ARKANSAS,244,518,8562
19,IA,41,OR,OREGON,217,400,6797
19,IA,21,KY,KENTUCKY,214,422,8619
19,IA,49,UT,UTAH,214,533,7027
19,IA,24,MD,MARYLAND,192,364,8756
19,IA,25,MA,MASSACHUSETTS,192,324,8235
19,IA,9,CT,CONNECTICUT,183,320,7785
19,IA,45,SC,SOUTH CAROLINA,169,298,6040
19,IA,38,ND,NORTH DAKOTA,143,274,6169
19,IA,1,AL,ALABAMA,141,280,6780
19,IA,22,LA,LOUISIANA,129,245,3957
19,IA,56,WY,WYOMING,125,253,3919
19,IA,35,NM,NEW MEXICO,122,214,4448
19,IA,16,ID,IDAHO,119,269,2912
19,IA,28,MS,MISSISSIPPI,116,227,3216
19,IA,30,MT,MONTANA,111,224,3428
19,IA,15,HI,HAWAII,89,166,3019
19,IA,2,AK,ALASKA,75,133,2601
19,IA,33,NH,NEW HAMPSHIRE,62,149,4222
19,IA,10,DE,DELAWARE,57,102,2584
19,IA,11,DC,DISTRICT OF COLUMBIA,49,59,1832
19,IA,23,ME,MAINE,48,95,1354
19,IA,44,RI,RHODE ISLAND,47,85,1864
19,IA,54,WV,WEST VIRGINIA,41,72,1882
19,IA,50,VT,VERMONT,18,35,791
20,KS,96,KS,KS Total Mig - US & For,36858,76658,1498642
20,KS,97,KS,KS Total Mig - US,35765,74019,1453200
20,KS,98,KS,KS Total Mig - Foreign,1093,2639,45442
20,KS,20,KS,KS Non-Migrants,1031316,2279431,57351801
20,KS,29,MO,MISSOURI,8691,15725,356359
20,KS,48,TX,TEXAS,3251,7367,132045
20,KS,40,OK,OKLAHOMA,2112,4616,67292
20,KS,6,CA,CALIFORNIA,2050,4298,74906
20,KS,8,CO,COLORADO,1816,3804,69996
20,KS,12,FL,FLORIDA,1312,2586,44341
20,KS,31,NE,NEBRASKA,1155,2185,43603
20,KS,57,FR,Foreign,1093,2639,45442
20,KS,17,IL,ILLINOIS,1075,2049,45875
20,KS,13,GA,GEORGIA,917,2285,39203
20,KS,4,AZ,ARIZONA,891,1860,31626
20,KS,19,IA,IOWA,756,1433,37720
20,KS,37,NC,NORTH CAROLINA,670,1639,29012
20,KS,51,VA,VIRGINIA,652,1557,37752
20,KS,36,NY,NEW YORK,648,1394,27214
20,KS,53,WA,WASHINGTON,645,1381,24393
20,KS,26,MI,MICHIGAN,630,1339,30314
20,KS,39,OH,OHIO,630,1326,28603
20,KS,47,TN,TENNESSEE,630,1473,26986
20,KS,5,AR,ARKANSAS,569,1187,21922
20,KS,27,MN,MINNESOTA,441,832,17539
20,KS,18,IN,INDIANA,436,926,20486
20,KS,1,AL,ALABAMA,386,957,17293
20,KS,21,KY,KENTUCKY,381,1000,15288
20,KS,42,PA,PENNSYLVANIA,361,745,18991
20,KS,35,NM,NEW MEXICO,346,792,12353
20,KS,55,WI,WISCONSIN,346,694,14008
20,KS,32,NV,NEVADA,334,656,11797
20,KS,22,LA,LOUISIANA,319,771,16183
20,KS,41,OR,OREGON,300,570,11298
20,KS,45,SC,SOUTH CAROLINA,298,702,13109
20,KS,15,HI,HAWAII,254,666,10607
20,KS,24,MD,MARYLAND,250,564,12296
20,KS,49,UT,UTAH,230,568,7934
20,KS,34,NJ,NEW JERSEY,206,411,11861
20,KS,28,MS,MISSISSIPPI,204,433,7086
20,KS,46,SD,SOUTH DAKOTA,197,408,8476
20,KS,25,MA,MASSACHUSETTS,186,344,10901
20,KS,56,WY,WYOMING,174,319,5798
20,KS,2,AK,ALASKA,167,449,7258
20,KS,38,ND,NORTH DAKOTA,151,316,6132
20,KS,16,ID,IDAHO,145,337,4565
20,KS,30,MT,MONTANA,119,206,2804
20,KS,9,CT,CONNECTICUT,114,222,6314
20,KS,54,WV,WEST VIRGINIA,66,152,2258
20,KS,23,ME,MAINE,60,130,1581
20,KS,11,DC,DISTRICT OF COLUMBIA,51,71,2444
20,KS,10,DE,DELAWARE,44,93,2963
20,KS,33,NH,NEW HAMPSHIRE,43,78,2200
20,KS,44,RI,RHODE ISLAND,30,53,1309
20,KS,50,VT,VERMONT,26,50,905
21,KY,96,KY,KY Total Mig - US & For,42576,86354,1631137
21,KY,97,KY,KY Total Mig - US,41758,84398,1602751
21,KY,98,KY,KY Total Mig - Foreign,818,1956,28386
21,KY,21,KY,KY Non-Migrants,1485933,3272253,72238280
21,KY,39,OH,OHIO,6214,11181,235922
21,KY,18,IN,INDIANA,4845,9147,155717
21,KY,47,TN,TENNESSEE,4270,9109,156078
21,KY,12,FL,FLORIDA,3131,5980,108035
21,KY,48,TX,TEXAS,2510,6024,93732
21,KY,17,IL,ILLINOIS,1868,3585,76377
21,KY,13,GA,GEORGIA,1862,4206,76858
21,KY,6,CA,CALIFORNIA,1470,2961,62903
21,KY,26,MI,MICHIGAN,1445,2976,54379
21,KY,37,NC,NORTH CAROLINA,1287,2800,50854
21,KY,51,VA,VIRGINIA,1095,2329,50734
21,KY,36,NY,NEW YORK,958,1884,35128
21,KY,57,FR,Foreign,818,1956,28386
21,KY,29,MO,MISSOURI,788,1613,30254
21,KY,42,PA,PENNSYLVANIA,786,1480,37083
21,KY,54,WV,WEST VIRGINIA,730,1452,28067
21,KY,1,AL,ALABAMA,729,1619,30317
21,KY,45,SC,SOUTH CAROLINA,605,1214,21966
21,KY,8,CO,COLORADO,563,1225,21063
21,KY,4,AZ,ARIZONA,511,1049,19339
21,KY,53,WA,WASHINGTON,497,1126,19518
21,KY,22,LA,LOUISIANA,388,835,13865
21,KY,55,WI,WISCONSIN,372,749,16292
21,KY,24,MD,MARYLAND,370,751,17983
21,KY,34,NJ,NEW JERSEY,358,637,18321
21,KY,28,MS,MISSISSIPPI,351,751,13361
21,KY,20,KS,KANSAS,342,793,20018
21,KY,40,OK,OKLAHOMA,324,725,11682
21,KY,5,AR,ARKANSAS,304,616,11070
21,KY,25,MA,MASSACHUSETTS,258,449,11585
21,KY,27,MN,MINNESOTA,257,537,10172
21,KY,32,NV,NEVADA,248,458,9467
21,KY,15,HI,HAWAII,216,541,7020
21,KY,19,IA,IOWA,179,373,8029
21,KY,49,UT,UTAH,179,409,5877
21,KY,41,OR,OREGON,174,346,5790
21,KY,2,AK,ALASKA,138,333,5657
21,KY,9,CT,CONNECTICUT,138,243,15911
21,KY,35,NM,NEW MEXICO,128,246,4466
21,KY,31,NE,NEBRASKA,124,252,5328
21,KY,16,ID,IDAHO,103,229,2580
21,KY,33,NH,NEW HAMPSHIRE,98,185,4272
21,KY,23,ME,MAINE,91,159,2512
21,KY,11,DC,DISTRICT OF COLUMBIA,74,90,3822
21,KY,56,WY,WYOMING,68,131,2779
21,KY,30,MT,MONTANA,63,128,1740
21,KY,10,DE,DELAWARE,60,129,2078
21,KY,50,VT,VERMONT,50,68,1256
21,KY,44,RI,RHODE ISLAND,49,104,2200
21,KY,46,SD,SOUTH DAKOTA,48,89,1764
21,KY,38,ND,NORTH DAKOTA,42,82,1536
22,LA,96,LA,LA Total Mig - US & For,42267,84316,1591132
22,LA,97,LA,LA Total Mig - US,41264,82024,1551286
22,LA,98,LA,LA Total Mig - Foreign,1003,2292,39846
22,LA,22,LA,LA Non-Migrants,1508446,3334635,76034139
22,LA,48,TX,TEXAS,10093,20848,364806
22,LA,28,MS,MISSISSIPPI,3380,7020,120818
22,LA,12,FL,FLORIDA,3357,6283,117871
22,LA,13,GA,GEORGIA,2333,5031,76503
22,LA,6,CA,CALIFORNIA,2309,4213,88606
22,LA,1,AL,ALABAMA,1330,2709,51806
22,LA,5,AR,ARKANSAS,1327,2714,46105
22,LA,47,TN,TENNESSEE,1267,2596,46693
22,LA,36,NY,NEW YORK,1098,1866,40295
22,LA,51,VA,VIRGINIA,1080,2196,49286
22,LA,37,NC,NORTH CAROLINA,1051,2254,37534
22,LA,57,FR,Foreign,1003,2292,39846
22,LA,17,IL,ILLINOIS,905,1569,38275
22,LA,8,CO,COLORADO,723,1417,28759
22,LA,39,OH,OHIO,707,1301,33857
22,LA,29,MO,MISSOURI,689,1384,27776
22,LA,26,MI,MICHIGAN,677,1287,24531
22,LA,40,OK,OKLAHOMA,676,1470,27229
22,LA,53,WA,WASHINGTON,603,1180,22755
22,LA,4,AZ,ARIZONA,573,1093,18636
22,LA,45,SC,SOUTH CAROLINA,572,1166,21168
22,LA,42,PA,PENNSYLVANIA,555,945,24794
22,LA,18,IN,INDIANA,492,988,19220
22,LA,21,KY,KENTUCKY,463,1046,19427
22,LA,24,MD,MARYLAND,430,783,19167
22,LA,20,KS,KANSAS,418,995,18635
22,LA,32,NV,NEVADA,417,835,14503
22,LA,25,MA,MASSACHUSETTS,349,537,13042
22,LA,34,NJ,NEW JERSEY,344,576,14277
22,LA,55,WI,WISCONSIN,307,521,11367
22,LA,41,OR,OREGON,269,454,7736
22,LA,27,MN,MINNESOTA,247,411,8682
22,LA,35,NM,NEW MEXICO,212,395,9256
22,LA,15,HI,HAWAII,208,456,7492
22,LA,2,AK,ALASKA,179,404,8706
22,LA,19,IA,IOWA,174,331,6513
22,LA,9,CT,CONNECTICUT,159,249,6494
22,LA,31,NE,NEBRASKA,150,321,7546
22,LA,49,UT,UTAH,149,320,6132
22,LA,56,WY,WYOMING,144,325,11001
22,LA,11,DC,DISTRICT OF COLUMBIA,119,172,5917
22,LA,54,WV,WEST VIRGINIA,111,220,4660
22,LA,30,MT,MONTANA,96,182,4430
22,LA,16,ID,IDAHO,95,176,3362
22,LA,38,ND,NORTH DAKOTA,82,186,3615
22,LA,23,ME,MAINE,80,132,2980
22,LA,33,NH,NEW HAMPSHIRE,62,101,2275
22,LA,10,DE,DELAWARE,61,114,2200
22,LA,44,RI,RHODE ISLAND,50,100,1957
22,LA,46,SD,SOUTH DAKOTA,49,94,1439
22,LA,50,VT,VERMONT,43,58,1154
23,ME,96,ME,ME Total Mig - US & For,12399,21049,551000
23,ME,97,ME,ME Total Mig - US,12163,20614,541790
23,ME,98,ME,ME Total Mig - Foreign,236,435,9211
23,ME,23,ME,ME Non-Migrants,503860,1018186,25226359
23,ME,25,MA,MASSACHUSETTS,1900,2917,95226
